[[0, 8], [1, 9], [2, 10], [3, 11], [4, 12], [5, 13], [6, 14], [7, 15], [8, 0], [9, 1], [10, 2], [11, 3], [12, 4], [13, 5], [14, 6], [15, 7]]
SIZE 8192, REAL_BD 5.827 GB/s, BD/PAIR 364.173 MB/s, time 2.249e-03 s, comm_vol 13.107 MB
SIZE 1572864, REAL_BD 196.696 GB/s, BD/PAIR 12.294 GB/s, time 1.279e-02 s, comm_vol 2.517 GB
SIZE 1835008, REAL_BD 202.648 GB/s, BD/PAIR 12.666 GB/s, time 1.449e-02 s, comm_vol 2.936 GB
SIZE 2097152, REAL_BD 280.175 GB/s, BD/PAIR 17.511 GB/s, time 1.198e-02 s, comm_vol 3.355 GB
SIZE 2621440, REAL_BD 293.599 GB/s, BD/PAIR 18.35 GB/s, time 1.429e-02 s, comm_vol 4.194 GB
SIZE 3145728, REAL_BD 302.978 GB/s, BD/PAIR 18.936 GB/s, time 1.661e-02 s, comm_vol 5.033 GB
SIZE 3670016, REAL_BD 315.854 GB/s, BD/PAIR 19.741 GB/s, time 1.859e-02 s, comm_vol 5.872 GB
SIZE 4194304, REAL_BD 317.577 GB/s, BD/PAIR 19.849 GB/s, time 2.113e-02 s, comm_vol 6.711 GB
SIZE 5242880, REAL_BD 329.661 GB/s, BD/PAIR 20.604 GB/s, time 2.545e-02 s, comm_vol 8.389 GB
SIZE 6291456, REAL_BD 334.903 GB/s, BD/PAIR 20.931 GB/s, time 3.006e-02 s, comm_vol 10.066 GB
SIZE 7340032, REAL_BD 341.179 GB/s, BD/PAIR 21.324 GB/s, time 3.442e-02 s, comm_vol 11.744 GB
SIZE 8388608, REAL_BD 344.761 GB/s, BD/PAIR 21.548 GB/s, time 3.893e-02 s, comm_vol 13.422 GB
SIZE 10485760, REAL_BD 348.98 GB/s, BD/PAIR 21.811 GB/s, time 4.807e-02 s, comm_vol 16.777 GB
SIZE 12582912, REAL_BD 354.473 GB/s, BD/PAIR 22.155 GB/s, time 5.680e-02 s, comm_vol 20.133 GB
SIZE 14680064, REAL_BD 352.566 GB/s, BD/PAIR 22.035 GB/s, time 6.662e-02 s, comm_vol 23.488 GB
SIZE 16777216, REAL_BD 351.979 GB/s, BD/PAIR 21.999 GB/s, time 7.626e-02 s, comm_vol 26.844 GB
SIZE 20971520, REAL_BD 353.004 GB/s, BD/PAIR 22.063 GB/s, time 9.505e-02 s, comm_vol 33.554 GB
SIZE 25165824, REAL_BD 353.838 GB/s, BD/PAIR 22.115 GB/s, time 1.138e-01 s, comm_vol 40.265 GB
SIZE 29360128, REAL_BD 354.051 GB/s, BD/PAIR 22.128 GB/s, time 1.327e-01 s, comm_vol 46.976 GB
SIZE 33554432, REAL_BD 356.154 GB/s, BD/PAIR 22.26 GB/s, time 1.507e-01 s, comm_vol 53.687 GB
SIZE 41943040, REAL_BD 357.231 GB/s, BD/PAIR 22.327 GB/s, time 1.879e-01 s, comm_vol 67.109 GB
SIZE 50331648, REAL_BD 356.491 GB/s, BD/PAIR 22.281 GB/s, time 2.259e-01 s, comm_vol 80.531 GB
SIZE 58720256, REAL_BD 359.048 GB/s, BD/PAIR 22.44 GB/s, time 2.617e-01 s, comm_vol 93.952 GB
SIZE 67108864, REAL_BD 346.05 GB/s, BD/PAIR 21.628 GB/s, time 3.103e-01 s, comm_vol 107.374 GB
SIZE 83886080, REAL_BD 359.411 GB/s, BD/PAIR 22.463 GB/s, time 3.734e-01 s, comm_vol 134.218 GB
SIZE 100663296, REAL_BD 360.629 GB/s, BD/PAIR 22.539 GB/s, time 4.466e-01 s, comm_vol 161.061 GB
SIZE 117440512, REAL_BD 360.251 GB/s, BD/PAIR 22.516 GB/s, time 5.216e-01 s, comm_vol 187.905 GB
SIZE 134217728, REAL_BD 359.701 GB/s, BD/PAIR 22.481 GB/s, time 5.970e-01 s, comm_vol 214.748 GB
SIZE 167772160, REAL_BD 360.149 GB/s, BD/PAIR 22.509 GB/s, time 7.453e-01 s, comm_vol 268.435 GB
SIZE 201326592, REAL_BD 361.2 GB/s, BD/PAIR 22.575 GB/s, time 8.918e-01 s, comm_vol 322.123 GB
SIZE 234881024, REAL_BD 350.45 GB/s, BD/PAIR 21.903 GB/s, time 1.072e+00 s, comm_vol 375.81 GB
SIZE 268435456, REAL_BD 359.474 GB/s, BD/PAIR 22.467 GB/s, time 1.195e+00 s, comm_vol 429.497 GB
SIZE 335544320, REAL_BD 360.972 GB/s, BD/PAIR 22.561 GB/s, time 1.487e+00 s, comm_vol 536.871 GB
SIZE 402653184, REAL_BD 361.607 GB/s, BD/PAIR 22.6 GB/s, time 1.782e+00 s, comm_vol 644.245 GB
SIZE 469762048, REAL_BD 358.904 GB/s, BD/PAIR 22.431 GB/s, time 2.094e+00 s, comm_vol 751.619 GB
SIZE 536870912, REAL_BD 361.956 GB/s, BD/PAIR 22.622 GB/s, time 2.373e+00 s, comm_vol 858.993 GB
SIZE 671088640, REAL_BD 360.038 GB/s, BD/PAIR 22.502 GB/s, time 2.982e+00 s, comm_vol 1.074 TB
SIZE 805306368, REAL_BD 359.719 GB/s, BD/PAIR 22.482 GB/s, time 3.582e+00 s, comm_vol 1.288 TB
SIZE 939524096, REAL_BD 360.691 GB/s, BD/PAIR 22.543 GB/s, time 4.168e+00 s, comm_vol 1.503 TB
SIZE 1073741824, REAL_BD 360.505 GB/s, BD/PAIR 22.532 GB/s, time 4.765e+00 s, comm_vol 1.718 TB
